index,brand_name,model,prices,rating,sim,has_5g,has_nfc,has_ir_blaster,processor,processor_model,cpu_core_type,cpu_clock_speed_ghz,ram,ram_capacity,internal_memory,battery,battrey_capacity,fast_charging_watt,fast_charging_supported,display,display_size_inches,display_resolution_width_px,display_resolution_height_px,display_refresh_rate_hz,display_notch_type,camera,rear_camera,rear_camera_count,rear_cam_1,rear_cam_2,rear_cam_3,rear_cam_4,rear_cam_5,rear_camera_special_feature,front_camera,front_camers_count,front_camera_primary,front_camera_dual,memory_card_supported,memory_card_slot_type,memory_card_max_gb,card,os,operating_system,num_core,processor_brand,processor_manufacturer
442,oppo,OPPO K14 5G (6GB RAM + 256GB),27946,62.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Dimensity 6300, Octa Core, 2.4 GHz Processor",Dimensity 6300,Octa Core,2.4,"6 GB RAM, 256 GB inbuilt",6.0,256.0,7000 mAh Battery with 45W Fast Charging,7000,45.0,True,"6.75 inches, 720 x 1570 px, 120 Hz Display with Punch Hole",6.75,720,1570,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 8 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 8 MP Front Camera,1,8,,Yes,Hybrid,,Memory Card (Hybrid),Android v15,Android,8.0,Dimensity,MediaTek
443,nothing,Nothing Phone 4a (12GB RAM + 256GB),46999,74.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Snapdragon 7s Gen4, Octa Core, 2.7 GHz Processor",Snapdragon 7s Gen4,Octa Core,2.7,"12 GB RAM, 256 GB inbuilt",12.0,256.0,5400 mAh Battery with 50W Fast Charging,5400,50.0,True,"6.78 inches, 1224 x 2720 px, 120 Hz Display with Punch Hole",6.78,1224,2720,120.0,Punch Hole,50 MP + 50 MP + 8 MP Triple Rear & 32 MP Front Camera,50 MP + 50 MP + 8 MP Triple Rear ,3.0,50,50,8,,,, 32 MP Front Camera,1,32,,,,,,Android v16,Android,8.0,Snapdragon,Qualcomm
444,xiaomi,Xiaomi Redmi Note 15 Pro Plus (12GB RAM + 256GB),41999,,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 7s Gen4, Octa Core, 2.7 GHz Processor",Snapdragon 7s Gen4,Octa Core,2.7,"12 GB RAM, 256 GB inbuilt",12.0,256.0,6500 mAh Battery with 100W Fast Charging,6500,100.0,True,"6.83 inches, 1280 x 2772 px, 120 Hz Display with Punch Hole",6.83,1280,2772,120.0,Punch Hole,200 MP + 8 MP Dual Rear & 32 MP Front Camera,200 MP + 8 MP Dual Rear ,2.0,200,8,,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v15,Android,8.0,Snapdragon,Qualcomm
445,lava,Lava Blaze Duo 3 5G,20999,59.0,"Dual Sim, 5G, VoLTE, Vo5G, Wi-Fi, IR Blaster",True,False,True,"Dimensity 7060, Octa Core Processor",Dimensity 7060,Octa Core,,"6 GB RAM, 128 GB inbuilt",6.0,128.0,5000 mAh Battery with 33W Fast Charging,5000,33.0,True,"6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",6.67,1080,2400,120.0,Punch Hole,50 MP Dual Rear & 8 MP Front Camera,50 MP Dual Rear ,2.0,50,,,,,, 8 MP Front Camera,1,8,,Yes,Hybrid,,Memory Card (Hybrid),,Android,8.0,Dimensity,MediaTek
446,xiaomi,Xiaomi Redmi Note 15 5G (256GB),31999,71.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 6 Gen3, Octa Core, 2.4 GHz Processor",Snapdragon 6 Gen3,Octa Core,2.4,"8 GB RAM, 256 GB inbuilt",8.0,256.0,5520 mAh Battery with 45W Fast Charging,5520,45.0,True,"6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",6.77,1080,2392,120.0,Punch Hole,108 MP + 8 MP Dual Rear & 20 MP Front Camera,108 MP + 8 MP Dual Rear ,2.0,108,8,,,,, 20 MP Front Camera,1,20,,Yes,Hybrid,1024.0,"Memory Card (Hybrid), upto 1 TB",Android v15,Android,8.0,Snapdragon,Qualcomm
447,motorola,Motorola Moto G06 Power,13076,,"Dual Sim, 4G, Wi-Fi",False,False,False,"Helio G81, Octa Core, 2 GHz Processor",Helio G81,Octa Core,2.0,"4 GB RAM, 64 GB inbuilt",4.0,64.0,7000 mAh Battery,7000,,False,"6.88 inches, 720 x 1640 px, 120 Hz Display with Water Drop Notch",6.88,720,1640,120.0,Water Drop Notch,50 MP Rear & 8 MP Front Camera,50 MP Rear ,1.0,50,,,,,, 8 MP Front Camera,1,8,,Yes,Hybrid,1024.0,"Memory Card (Hybrid), upto 1 TB",Android v15,Android,8.0,Helio,MediaTek
448,oneplus,OnePlus Nord CE 5 5G (8GB RAM + 256GB),37999,72.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Dimensity 8350 Apex, Octa Core, 3.35 GHz Processor",Dimensity 8350 Apex,Octa Core,3.35,"8 GB RAM, 256 GB inbuilt",8.0,256.0,7100 mAh Battery with 80W Fast Charging,7100,80.0,True,"6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",6.77,1080,2392,120.0,Punch Hole,50 MP + 8 MP Dual Rear & 16 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 16 MP Front Camera,1,16,,Yes,Hybrid,1024.0,"Memory Card (Hybrid), upto 1 TB",Android v15,Android,8.0,Dimensity,MediaTek
449,realme,Realme P3 Ultra,31999,67.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Dimensity 8350 Ultra, Octa Core, 3.35 GHz Processor",Dimensity 8350 Ultra,Octa Core,3.35,"8 GB RAM, 128 GB inbuilt",8.0,128.0,6000 mAh Battery with 80W Fast Charging,6000,80.0,True,"6.83 inches, 1272 x 2800 px, 120 Hz Display with Punch Hole",6.83,1272,2800,120.0,Punch Hole,50 MP + 8 MP Dual Rear & 16 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 16 MP Front Camera,1,16,,No,Not Supported,,Memory Card Not Supported,Android v15,Android,8.0,Dimensity,MediaTek
450,xiaomi,Xiaomi 15,69998,,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor",Snapdragon 8 Elite,Octa Core,4.32,"12 GB RAM, 512 GB inbuilt",12.0,512.0,5240 mAh Battery with 90W Fast Charging,5240,90.0,True,"6.36 inches, 1200 x 2670 px, 120 Hz Display with Punch Hole",6.36,1200,2670,120.0,Punch Hole,50 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,50 MP + 50 MP + 50 MP Triple Rear ,3.0,50,50,50,,,, 32 MP Front Camera,1,32,,,,,,Android v15,Android,8.0,Snapdragon,Qualcomm
451,apple,Apple iPhone 16 Plus (256GB),89900,70.0,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi",True,True,False,"Bionic A18, Hexa Core, 4.04 GHz Processor",Bionic A18,Hexa Core,4.04,"8 GB RAM, 256 GB inbuilt",8.0,256.0,4674 mAh Battery with Fast Charging,4674,,True,"6.7 inches, 1290 x 2796 px Display with Dynamic Island",6.7,1290,2796,,Dynamic Island,48 MP + 12 MP Dual Rear & 12 MP Front Camera,48 MP + 12 MP Dual Rear ,2.0,48,12,,,,, 12 MP Front Camera,1,12,,No,Not Supported,,Memory Card Not Supported,iOS v18,iOS,6.0,Bionic,Apple
452,tecno,Tecno Camon 30 Premier 5G,35999,72.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Dimensity 8200, Octa Core, 3.1 GHz Processor",Dimensity 8200,Octa Core,3.1,"12 GB RAM, 512 GB inbuilt",12.0,512.0,5000 mAh Battery with 70W Fast Charging,5000,70.0,True,"6.77 inches, 1264 x 2780 px, 120 Hz Display with Punch Hole",6.77,1264,2780,120.0,Punch Hole,50 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,50 MP + 50 MP + 50 MP Triple Rear ,3.0,50,50,50,,,, 50 MP Front Camera,1,50,,No,Not Supported,,Memory Card Not Supported,Android v14,Android,8.0,Dimensity,MediaTek
453,motorola,Motorola Edge 50 Pro (12GB RAM + 256GB),33990,75.0,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi",True,True,False,"Snapdragon 7 Gen3, Octa Core, 2.63 GHz Processor",Snapdragon 7 Gen3,Octa Core,2.63,"12 GB RAM, 256 GB inbuilt",12.0,256.0,4500 mAh Battery with 125W Fast Charging,4500,125.0,True,"6.7 inches, 1220 x 2712 px, 144 Hz Display with Punch Hole",6.7,1220,2712,144.0,Punch Hole,50 MP + 13 MP + 10 MP Triple Rear & 50 MP Front Camera,50 MP + 13 MP + 10 MP Triple Rear ,3.0,50,13,10,,,, 50 MP Front Camera,1,50,,,,,,Android v14,Android,8.0,Snapdragon,Qualcomm
454,samsung,Samsung Galaxy M15 5G,15999,54.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor",Dimensity 6100 Plus,Octa Core,2.2,"4 GB RAM, 128 GB inbuilt",4.0,128.0,6000 mAh Battery with 25W Fast Charging,6000,25.0,True,"6.45 inches, 1080 x 2340 px, 90 Hz Display with Water Drop Notch",6.45,1080,2340,90.0,Water Drop Notch,50 MP + 5 MP + 2 MP Triple Rear & 13 MP Front Camera,50 MP + 5 MP + 2 MP Triple Rear ,3.0,50,5,2,,,, 13 MP Front Camera,1,13,,Yes,Hybrid,1024.0,"Memory Card (Hybrid), upto 1 TB",Android v14,Android,8.0,Dimensity,MediaTek
455,oppo,OPPO Reno 11,31485,70.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Dimensity 7050, Octa Core, 2.6 GHz Processor",Dimensity 7050,Octa Core,2.6,"8 GB RAM, 128 GB inbuilt",8.0,128.0,5000 mAh Battery with 67W Fast Charging,5000,67.0,True,"6.7 inches, 1080 x 2412 px, 120 Hz Display with Punch Hole",6.7,1080,2412,120.0,Punch Hole,50 MP + 32 MP + 8 MP Triple Rear & 32 MP Front Camera,50 MP + 32 MP + 8 MP Triple Rear ,3.0,50,32,8,,,, 32 MP Front Camera,1,32,,Yes,Hybrid,2048.0,"Memory Card (Hybrid), upto 2 TB",Android v14,Android,8.0,Dimensity,MediaTek
456,oneplus,OnePlus 11R 5G,39999,66.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 8+ Gen1, Octa Core, 3.2 GHz Processor",Snapdragon 8+ Gen1,Octa Core,3.2,"8 GB RAM, 128 GB inbuilt",8.0,128.0,5000 mAh Battery with 100W Fast Charging,5000,100.0,True,"6.74 inches, 1240 x 2772 px, 120 Hz Display with Punch Hole",6.74,1240,2772,120.0,Punch Hole,50 MP + 8 MP + 2 MP Triple Rear & 16 MP Front Camera,50 MP + 8 MP + 2 MP Triple Rear ,3.0,50,8,2,,,, 16 MP Front Camera,1,16,,,,,,Android v13,Android,8.0,Snapdragon,Qualcomm
457,oneplus,OnePlus 11 5G,42990,72.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi",True,True,False,"Snapdragon 8 Gen2, Octa Core, 3.2 GHz Processor",Snapdragon 8 Gen2,Octa Core,3.2,"8 GB RAM, 128 GB inbuilt",8.0,128.0,5000 mAh Battery with 100W Fast Charging,5000,100.0,True,"6.7 inches, 1440 x 3216 px, 120 Hz Display with Punch Hole",6.7,1440,3216,120.0,Punch Hole,50 MP + 48 MP + 32 MP Triple Rear & 16 MP Front Camera,50 MP + 48 MP + 32 MP Triple Rear ,3.0,50,48,32,,,, 16 MP Front Camera,1,16,,No,Not Supported,,Memory Card Not Supported,Android v13,Android,8.0,Snapdragon,Qualcomm
458,iqoo,iQOO Z11 5G (8GB RAM + 256GB),44999,74.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Dimensity 7500 Turbo, Octa Core, 2.6 GHz Processor",Dimensity 7500 Turbo,Octa Core,2.6,"8 GB RAM, 256 GB inbuilt",8.0,256.0,7050 mAh Battery with 44W Fast Charging,7050,44.0,True,"6.83 inches, 1260 x 2800 px, 144 Hz Display with Punch Hole",6.83,1260,2800,144.0,Punch Hole,50 MP + 8 MP Dual Rear & 32 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Dimensity,MediaTek
459,infinix,Infinix Smart 20,11895,,"Dual Sim, 4G, Wi-Fi, IR Blaster",False,False,True,"Helio G81 Ultimate, Octa Core, 2 GHz Processor",Helio G81 Ultimate,Octa Core,2.0,"4 GB RAM, 64 GB inbuilt",4.0,64.0,5200 mAh Battery with 15W Fast Charging,5200,15.0,True,"6.78 inches, 720 x 1576 px, 120 Hz Display with Punch Hole",6.78,720,1576,120.0,Punch Hole,8 MP Rear & 8 MP Front Camera,8 MP Rear ,1.0,8,,,,,, 8 MP Front Camera,1,8,,Yes,Dedicated,2048.0,"Memory Card Supported, upto 2 TB",Android v16,Android,8.0,Helio,MediaTek
460,samsung,Samsung Galaxy A37 5G (8GB RAM + 256 GB),42450,67.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi",True,True,False,"Exynos 1480, Octa Core, 2.7 GHz Processor",Exynos 1480,Octa Core,2.7,"8 GB RAM, 256 GB inbuilt",8.0,256.0,5000 mAh Battery with 45W Fast Charging,5000,45.0,True,"6.7 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",6.7,1080,2340,120.0,Punch Hole,50 MP + 8 MP + 5 MP Triple Rear & 12 MP Front Camera,50 MP + 8 MP + 5 MP Triple Rear ,3.0,50,8,5,,,, 12 MP Front Camera,1,12,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Exynos,Samsung
461,oppo,Oppo A6 Pro 5G (8GB+256GB),29999,63.0,"Dual Sim, 5G, Wi-Fi",True,False,False,"Dimensity 6300, Octa Core, 2.4 GHz Processor",Dimensity 6300,Octa Core,2.4,"8 GB RAM, 256 GB inbuilt",8.0,256.0,7000 mAh Battery with 80W Fast Charging,7000,80.0,True,"6.75 inches, 720 x 1570 px, 120 Hz Display with Punch Hole",6.75,720,1570,120.0,Punch Hole,50 MP Dual Rear & 16 MP Front Camera,50 MP Dual Rear ,2.0,50,,,,,, 16 MP Front Camera,1,16,,Yes,Hybrid,,Memory Card (Hybrid),Android v15,Android,8.0,Dimensity,MediaTek
462,xiaomi,Xiaomi Redmi 15C 5G (6GB RAM + 128GB),19499,55.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 6300, Octa Core, 2.4 GHz Processor",Dimensity 6300,Octa Core,2.4,"6 GB RAM, 128 GB inbuilt",6.0,128.0,6000 mAh Battery with 33W Fast Charging,6000,33.0,True,"6.9 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",6.9,720,1600,120.0,Punch Hole,50 MP + Auxiliary lens Dual Rear & 8 MP Front Camera,50 MP + Auxiliary lens Dual Rear ,2.0,50,,,,,Auxiliary lens, 8 MP Front Camera,1,8,,Yes,Dedicated,1024.0,"Memory Card Supported, upto 1 TB",Android v15,Android,8.0,Dimensity,MediaTek
463,itel,itel Super Guru 4G Max,3497,,"Dual Sim, 4G",False,False,False,,,,,"64 MB RAM, 128 MB inbuilt",64.0,128.0,2000 mAh Battery,2000,,False,"3 inches, 128 x 320 px Display",3.0,128,320,,,0.3 MP Rear Camera,0.3 MP Rear Camera,1.0,0.3,,,,,,,1,,,Yes,Dedicated,,Memory Card Supported,,Mocor,,,
464,samsung,Samsung Galaxy M36 5G (8GB RAM + 128GB),23999,59.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Exynos 1380, Octa Core, 2.4 GHz Processor",Exynos 1380,Octa Core,2.4,"8 GB RAM, 128 GB inbuilt",8.0,128.0,5000 mAh Battery with 25W Fast Charging,5000,25.0,True,"6.7 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",6.7,1080,2340,120.0,Punch Hole,50 MP + 8 MP + 2 MP Triple Rear & 13 MP Front Camera,50 MP + 8 MP + 2 MP Triple Rear ,3.0,50,8,2,,,, 13 MP Front Camera,1,13,,Yes,Hybrid,,Memory Card (Hybrid),Android v15,Android,8.0,Exynos,Samsung
465,iqoo,iQOO Neo 10 (12GB RAM + 256GB),48999,,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 8s Gen4, Octa Core, 3.2 GHz Processor",Snapdragon 8s Gen4,Octa Core,3.2,"12 GB RAM, 256 GB inbuilt",12.0,256.0,7000 mAh Battery with 120W Fast Charging,7000,120.0,True,"6.78 inches, 1260 x 2800 px, 144 Hz Display with Punch Hole",6.78,1260,2800,144.0,Punch Hole,50 MP + 8 MP Dual Rear & 32 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 32 MP Front Camera,1,32,,,,,,Android v15,Android,8.0,Snapdragon,Qualcomm
466,poco,Poco C75 5G (4GB RAM + 128GB),11499,50.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Snapdragon 4s Gen2, Octa Core, 2 GHz Processor",Snapdragon 4s Gen2,Octa Core,2.0,"4 GB RAM, 128 GB inbuilt",4.0,128.0,5160 mAh Battery with 18W Fast Charging,5160,18.0,True,"6.88 inches, 720 x 1650 px, 120 Hz Display with Water Drop Notch",6.88,720,1650,120.0,Water Drop Notch,50 MP Dual Rear & 5 MP Front Camera,50 MP Dual Rear ,2.0,50,,,,,, 5 MP Front Camera,1,5,,Yes,Dedicated,1024.0,"Memory Card Supported, upto 1 TB",Android v14,Android,8.0,Snapdragon,Qualcomm
467,realme,Realme 14 Pro Lite 5G,21999,63.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Snapdragon 7s Gen 2, Octa Core, 2.4 GHz Processor",Snapdragon 7s Gen 2,Octa Core,2.4,"8 GB RAM, 128 GB inbuilt",8.0,128.0,5200 mAh Battery with 45W Fast Charging,5200,45.0,True,"6.7 inches, 1080 x 2412 px, 120 Hz Display with Punch Hole",6.7,1080,2412,120.0,Punch Hole,50 MP + 8 MP + 2 MP Triple Rear & 32 MP Front Camera,50 MP + 8 MP + 2 MP Triple Rear ,3.0,50,8,2,,,, 32 MP Front Camera,1,32,,,,,,Android v14,Android,8.0,Snapdragon,Qualcomm
468,motorola,Motorola Moto G04s,9999,,"Dual Sim, 4G, VoLTE, Wi-Fi",False,False,False,"Unisoc T606, Octa Core, 1.6 GHz Processor",Unisoc T606,Octa Core,1.6,"4 GB RAM, 64 GB inbuilt",4.0,64.0,5000 mAh Battery with 15W Fast Charging,5000,15.0,True,"6.6 inches, 720 x 1612 px, 90 Hz Display with Punch Hole",6.6,720,1612,90.0,Punch Hole,50 MP Rear & 5 MP Front Camera,50 MP Rear ,1.0,50,,,,,, 5 MP Front Camera,1,5,,Yes,Dedicated,1024.0,"Memory Card Supported, upto 1 TB",Android v14,Android,8.0,Unisoc,Unisoc
469,google,Google Pixel 7A,29999,63.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi",True,True,False,"Tensor G2, Octa Core, 2.85 GHz Processor",Tensor G2,Octa Core,2.85,"8 GB RAM, 128 GB inbuilt",8.0,128.0,4385 mAh Battery with 18W Fast Charging,4385,18.0,True,"6.1 inches, 1080 x 2400 px, 90 Hz Display with Punch Hole",6.1,1080,2400,90.0,Punch Hole,64 MP + 13 MP Dual Rear & 13 MP Front Camera,64 MP + 13 MP Dual Rear ,2.0,64,13,,,,, 13 MP Front Camera,1,13,,No,Not Supported,,Memory Card Not Supported,Android v13,Android,8.0,Tensor,Google
470,infinix,Infinix Hot 30i,9499,,"Dual Sim, 4G, VoLTE, Wi-Fi",False,False,False,"Helio G37, Octa Core, 2.3 GHz Processor",Helio G37,Octa Core,2.3,"8 GB RAM, 128 GB inbuilt",8.0,128.0,5000 mAh Battery with 10W Fast Charging,5000,10.0,True,"6.6 inches, 720 x 1612 px, 90 Hz Display with Water Drop Notch",6.6,720,1612,90.0,Water Drop Notch,50 MP Dual Rear & 8 MP Front Camera,50 MP Dual Rear ,2.0,50,,,,,, 8 MP Front Camera,1,8,,Yes,Dedicated,1024.0,"Memory Card Supported, upto 1 TB",Android v12,Android,8.0,Helio,MediaTek
471,xiaomi,Xiaomi Redmi Note 15 Pro Plus (16GB RAM + 512GB),49993,,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 7s Gen4, Octa Core, 2.7 GHz Processor",Snapdragon 7s Gen4,Octa Core,2.7,"16 GB RAM, 512 GB inbuilt",16.0,512.0,6500 mAh Battery with 100W Fast Charging,6500,100.0,True,"6.83 inches, 1280 x 2772 px, 120 Hz Display with Punch Hole",6.83,1280,2772,120.0,Punch Hole,200 MP + 8 MP Dual Rear & 32 MP Front Camera,200 MP + 8 MP Dual Rear ,2.0,200,8,,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v15,Android,8.0,Snapdragon,Qualcomm
472,apple,Apple iPhone 18 Pro (2TB),314900,,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi",True,True,False,"Apple A20 Pro, Hexa Core Processor",Apple A20 Pro,Hexa Core,,"12 GB RAM, 2 TB inbuilt",12.0,2.0,4056 mAh Battery with Fast Charging,4056,,True,"6.3 inches, 1206 x 2622 px, 120 Hz Display with Dynamic Island",6.3,1206,2622,120.0,Dynamic Island,48 MP + 48 MP + 48 MP Triple Rear & 18 MP Front Camera,48 MP + 48 MP + 48 MP Triple Rear ,3.0,48,48,48,,,, 18 MP Front Camera,1,18,,No,Not Supported,,Memory Card Not Supported,iOS v27,iOS,6.0,Apple,Apple
473,oneplus,OnePlus Nord CE 6 Lite 5G (8GB RAM + 128GB),30999,64.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Dimensity 7400 Apex, Octa Core, 2.6 GHz Processor",Dimensity 7400 Apex,Octa Core,2.6,"8 GB RAM, 128 GB inbuilt",8.0,128.0,7000 mAh Battery with 45W Fast Charging,7000,45.0,True,"6.72 inches, 1080 x 2400 px, 144 Hz Display with Punch Hole",6.72,1080,2400,144.0,Punch Hole,50 MP + 2 MP Dual Rear & 8 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 8 MP Front Camera,1,8,,Yes,Hybrid,2048.0,"Memory Card (Hybrid), upto 2 TB",Android v16,Android,8.0,Dimensity,MediaTek
474,realme,Realme 16 5G (8GB RAM + 256GB),34950,70.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 6400 Turbo, Octa Core, 2.5 GHz Processor",Dimensity 6400 Turbo,Octa Core,2.5,"8 GB RAM, 256 GB inbuilt",8.0,256.0,7000 mAh Battery with 60W Fast Charging,7000,60.0,True,"6.57 inches, 1080 x 2372 px, 120 Hz Display with Punch Hole",6.57,1080,2372,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 50 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 50 MP Front Camera,1,50,,Yes,Hybrid,,Memory Card (Hybrid),Android v16,Android,8.0,Dimensity,MediaTek
475,samsung,Samsung Galaxy A57 (12GB RAM + 256GB),62999,75.0,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi",True,True,False,"Exynos 1680, Octa Core, 2.9 GHz Processor",Exynos 1680,Octa Core,2.9,"12 GB RAM, 256 GB inbuilt",12.0,256.0,5000 mAh Battery with 45W Fast Charging,5000,45.0,True,"6.7 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",6.7,1080,2340,120.0,Punch Hole,50 MP + 12 MP + 5 MP Triple Rear & 12 MP Front Camera,50 MP + 12 MP + 5 MP Triple Rear ,3.0,50,12,5,,,, 12 MP Front Camera,1,12,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Exynos,Samsung
476,realme,Realme Narzo Power 5G (8GB RAM +256GB),34999,75.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Dimensity 7400 Ultra, Octa Core, 2.6 GHz Processor",Dimensity 7400 Ultra,Octa Core,2.6,"8 GB RAM, 256 GB inbuilt",8.0,256.0,10001 mAh Battery with 80W Fast Charging,10001,80.0,True,"6.8 inches, 1280 x 2800 px, 144 Hz Display with Punch Hole",6.8,1280,2800,144.0,Punch Hole,50 MP + 8 MP Dual Rear & 16 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 16 MP Front Camera,1,16,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Dimensity,MediaTek
477,vivo,Vivo V70 Elite 5G (12GB RAM + 256GB),71999,,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 8s Gen3, Octa Core, 3 GHz Processor",Snapdragon 8s Gen3,Octa Core,3.0,"12 GB RAM, 256 GB inbuilt",12.0,256.0,6500 mAh Battery with 90W Fast Charging,6500,90.0,True,"6.59 inches, 1260 x 2750 px, 120 Hz Display with Punch Hole",6.59,1260,2750,120.0,Punch Hole,50 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,50 MP + 50 MP + 8 MP Triple Rear ,3.0,50,50,8,,,, 50 MP Front Camera,1,50,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Snapdragon,Qualcomm
478,realme,Realme 16 Pro 5G (8GB RAM + 256GB),42999,79.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 7300 Max, Octa Core, 2.5 GHz Processor",Dimensity 7300 Max,Octa Core,2.5,"8 GB RAM, 256 GB inbuilt",8.0,256.0,7000 mAh Battery with 80W Fast Charging,7000,80.0,True,"6.78 inches, 1272 x 2772 px, 144 Hz Display with Punch Hole",6.78,1272,2772,144.0,Punch Hole,200 MP + 8 MP Dual Rear & 50 MP Front Camera,200 MP + 8 MP Dual Rear ,2.0,200,8,,,,, 50 MP Front Camera,1,50,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Dimensity,MediaTek
479,poco,POCO C71,12230,,"Dual Sim, 4G, VoLTE, Wi-Fi",False,False,False,"Unisoc T7250, Octa Core, 1.8 GHz Processor",Unisoc T7250,Octa Core,1.8,"4 GB RAM, 64 GB inbuilt",4.0,64.0,5200 mAh Battery with 15W Fast Charging,5200,15.0,True,"6.88 inches, 720 x 1640 px, 120 Hz Display with Water Drop Notch",6.88,720,1640,120.0,Water Drop Notch,32 MP Dual Rear & 8 MP Front Camera,32 MP Dual Rear ,2.0,32,,,,,, 8 MP Front Camera,1,8,,Yes,Dedicated,2048.0,"Memory Card Supported, upto 2 TB",Android v15,Android,8.0,Unisoc,Unisoc
480,oppo,OPPO Reno 13 5G,40999,71.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Dimensity 8350, Octa Core, 3.35 GHz Processor",Dimensity 8350,Octa Core,3.35,"8 GB RAM, 128 GB inbuilt",8.0,128.0,5600 mAh Battery with 80W Fast Charging,5600,80.0,True,"6.59 inches, 1256 x 2760 px, 120 Hz Display with Punch Hole",6.59,1256,2760,120.0,Punch Hole,50 MP + 8 MP + 2 MP Triple Rear & 50 MP Front Camera,50 MP + 8 MP + 2 MP Triple Rear ,3.0,50,8,2,,,, 50 MP Front Camera,1,50,,,,,,Android v15,Android,8.0,Dimensity,MediaTek
